Date,Precipitation
2023-05-01,0.13706742652020976
2023-05-02,0.32576937501440567
2023-05-03,0.27779475398911657
2023-05-04,0.7945704689268533
2023-05-05,2.487696940556867
2023-05-06,1.6151486405308768
2023-05-07,3.7320607724125874
2023-05-08,6.9206428056643325
2023-05-09,1.461733867707342
2023-05-10,1.6539326618702797
2023-05-11,1.1722522895526182
2023-05-12,1.876719577631468
2023-05-13,1.618860949063856
2023-05-14,4.513927671842166
2023-05-15,1.4126184584055943
2023-05-16,0.5683467037860144
2023-05-17,0.1373030185986014
2023-05-18,0.21951108292092167
2023-05-19,0.36177130129384616
2023-05-20,1.2876929162944057
2023-05-21,2.9863818988902073
2023-05-22,0.19428649652573374
2023-05-23,0.13168223546363636
2023-05-24,0.0285936308951049
2023-05-25,0.07386945714685314
2023-05-26,0.028222562703888114
2023-05-27,0.17118667526991607
2023-05-28,0.16025522080299934
2023-05-29,3.297134965174824
2023-05-30,0.242365847652025
2023-05-31,0.952864602718182
2023-06-01,0.6699901104927763
2023-06-02,0.046225702097902104
2023-06-03,0.16111864119438774
2023-06-04,0.4960237523848762
2023-06-05,0.4570114701683433
2023-06-06,0.3511260458279721
2023-06-07,1.588263079523405
2023-06-08,0.2979142594216782
2023-06-09,0.40154408552657345
2023-06-10,0.843888922524475
2023-06-11,0.03234385357804195
2023-06-12,0.016778438868460494
2023-06-13,0.6703808527629374
2023-06-14,0.20887807934618235
2023-06-15,0.03812451631580419
2023-06-16,0.08824475593538463
2023-06-17,0.7864447502033926
2023-06-18,0.16698204637859285
2023-06-19,0.06311322961764446
2023-06-20,0.028684842465384615
2023-06-21,0.14839962110768673
2023-06-22,1.2380243331398595
2023-06-23,0.04331742139113636
2023-06-24,0.7718424100874127
2023-06-25,0.5011950650853146
2023-06-26,0.07441714898734265
2023-06-27,0.06175879928986014
2023-06-28,0.08080043273492185
2023-06-29,0.07097281769353753
2023-06-30,0.04166640173776223
2023-07-01,0.07463919820720277
2023-07-02,0.2701039470489512
2023-07-03,0.14809484246307697
2023-07-04,0.1331143188227483
2023-07-05,0.023951495696552014
2023-07-06,0.389955752371049
2023-07-07,0.2918031944517601
2023-07-08,0.14361691370909094
2023-07-09,0.14917559503817007
2023-07-10,0.21624556698202788
2023-07-11,0.15146508813661413
2023-07-12,0.10849128040573393
2023-07-13,0.054728051191608396
2023-07-14,0.09585042872027973
2023-07-15,0.03157531943146886
2023-07-16,0.19320749573045484
2023-07-17,0.0815422506504101
2023-07-18,0.18959499246703979
2023-07-19,0.009273403781754832
2023-07-20,0.05712950525063305
2023-07-21,0.07101870742599006
2023-07-22,0.045757329046620276
2023-07-23,0.09954574653774717
2023-07-24,0.1560182364320648
2023-07-25,0.08449011842531547
2023-07-26,0.05001811009230979
2023-07-27,0.030510519050034327
2023-07-28,0.08513092720559441
2023-07-29,0.04639917021872274
2023-07-30,0.008967370863097814
2023-07-31,0.05713916532854754
2023-08-01,0.011951339502763338
2023-08-02,0.05439508985384615
2023-08-03,0.001677060446328687
2023-08-04,0.05175392649739639
2023-08-05,0.04378873838659729
2023-08-06,0.016633839072779048
2023-08-07,0.027449615598321677
2023-08-08,0.022749651386562774
2023-08-09,0.19178498806993016
2023-08-10,0.0803837219111888
2023-08-11,0.028881682166223773
2023-08-12,0.12377711556345562
2023-08-13,0.27101581819720283
2023-08-14,0.05452733248251749
2023-08-15,0.021592770346741116
2023-08-16,0.021247100504087787
2023-08-17,0.04589915672315971
2023-08-18,0.0034247962087462706
2023-08-19,0.020725059795552447
2023-08-20,0.18996037145454542
2023-08-21,0.360097054737762
2023-08-22,0.477153823913986
2023-08-23,0.10962674574615384
2023-08-24,0.23701733300251746
2023-08-25,0.017554829828405862
2023-08-26,0.07854433948944055
2023-08-27,0.04757803111888112
2023-08-28,0.02612206467612587
2023-08-29,0.02736859169160839
2023-08-30,0.014929280454545453
2023-08-31,0.027318967689727493
2023-09-01,0.0762032744960533
2023-09-02,0.06898752006215297
2023-09-03,0.07539174966837764
2023-09-04,0.08737325829874126
2023-09-05,0.011174730034965035
2023-09-06,0.004830511054965035
2023-09-07,0.05552991988811188
2023-09-08,0.021840526271426578
2023-09-09,0.08224915454751049
2023-09-10,0.11497989724615386
2023-09-11,0.03171048703741201
2023-09-12,0.04363557932780588
2023-09-13,0.018365566636363632
2023-09-14,0.05301315868703691
2023-09-15,0.00937871264519854
2023-09-16,0.027112680545454543
2023-09-17,0.12174952141571331
2023-09-18,0.02539839218981497
2023-09-19,0.0774517658096011
2023-09-20,0.0717574970470259
2023-09-21,0.0011042262958041958
2023-09-22,0.03009436885876923
2023-09-23,0.02141433551112587
2023-09-24,0.09304044403672276
2023-09-25,0.04400248135664335
2023-09-26,0.01038298181940585
2023-09-27,0.12269807867132868
2023-09-28,0.037803682597097904
2023-09-29,0.07165843382316274
2023-09-30,0.0012538991999999998
2023-10-01,0.028498610234965034
2023-10-02,0.038712122310489504
2023-10-03,0.017209981205594405
2023-10-04,0.00228536775392479
2023-10-05,0.10688446496839157
2023-10-06,0.03412763377692307
2023-10-07,0.05649061391608392
2023-10-08,0.02558813865034965
2023-10-09,0.0737253607646853
2023-10-10,0.0059703357641678325
2023-10-11,0.08499686950979021
2023-10-12,0.11271550102447551
2023-10-13,0.10619023198519582
2023-10-14,0.038638449113986006
2023-10-15,0.00044395461122482524
2023-10-16,0.031667960699300696
2023-10-17,0.00043886732517482523
2023-10-18,0.08952379572578568
2023-10-19,0.04006903104195804
2023-10-20,0.08344267633846159
2023-10-21,0.05518549512314684
2023-10-22,0.027009538565710443
2023-10-23,0.03539474363636363
2023-10-24,0.006710059101496505
2023-10-25,0.6268014523706289
2023-10-26,0.03842147935524475
2023-10-27,0.05158482800321679
2023-10-28,0.08624719591223778
2023-10-29,0.0012328932044615385
2023-10-30,0.0988523348276224
2023-10-31,0.05303439905429145
2023-11-01,0.007535362701531469
2023-11-02,0.13325296782619223
2023-11-03,0.0002128380017482518
2023-11-04,0.008481785013986012
2023-11-05,0.0015690237762237761
2023-11-06,0.04042574534265735
2023-11-07,0.10178774616972028
2023-11-08,0.011758644984934964
2023-11-09,0.04982798380769231
2023-11-10,0.01713503184279886
2023-11-11,0.057846290003739864
2023-11-12,0.1214872715282638
2023-11-13,0.011247523365034966
2023-11-14,0.10756051275459508
2023-11-15,0.020224049764853147
2023-11-16,0.14219735253841953
2023-11-17,0.30485625806573424
2023-11-18,0.05911257114685312
2023-11-19,0.026800758884859388
2023-11-20,0.006867890552447553
2023-11-21,0.10944461965034966
2023-11-22,0.019727324751314636
2023-11-23,0.018746260224892872
2023-11-24,0.2188882922027972
2023-11-25,0.10692668849865036
2023-11-26,0.015205302130979023
2023-11-27,0.009394835299859612
2023-11-28,0.5098304822963655
2023-11-29,0.0264252659020979
2023-11-30,0.024831496390206733
2023-12-01,0.0588242055601998
2023-12-02,0.044121293100579
2023-12-03,0.10764474897307692
2023-12-04,0.02516025493986014
2023-12-05,0.05910452272961721
2023-12-06,0.13191613535664334
2023-12-07,0.013020366987902099
2023-12-08,0.057460563129370625
2023-12-09,0.006235240969467132
2023-12-10,0.08782705137062936
2023-12-11,0.03783494416202797
2023-12-12,0.019538809104895107
2023-12-13,0.11056380905646152
2023-12-14,0.3295115096209791
2023-12-15,0.2500450094055944
2023-12-16,0.14827270805874126
2023-12-17,0.024736495474461544
2023-12-18,0.04787075786293706
2023-12-19,0.03668210874388129
2023-12-20,0.07064270610118552
2023-12-21,0.014036474715311846
2023-12-22,0.04910009036496559
2023-12-23,0.03895405381818182
2023-12-24,0.08207188476223777
2023-12-25,0.21008438336867138
2023-12-26,0.0025268215804195803
2023-12-27,0.022150621120979017
2023-12-28,0.034465993286713285
2023-12-29,0.10602253728671329
2023-12-30,0.11077749680223778
2023-12-31,0.0908631601763707
2024-01-01,0.21997500574765086
2024-01-02,0.03371498562958042
2024-01-03,0.05793374283572801
2024-01-04,0.13037050563286268
2024-01-05,0.2282453407771852
2024-01-06,0.4639717640344987
2024-01-07,0.04154768941127972
2024-01-08,0.025911831583468926
2024-01-09,0.0903051883916084
2024-01-10,0.014938961347132046
2024-01-11,0.03541254504195805
2024-01-12,0.06674364093458043
2024-01-13,0.12570698852414258
2024-01-14,0.09615962885314684
2024-01-15,0.022803250531818184
2024-01-16,0.020495503701398594
2024-01-17,0.005755720404725529
2024-01-18,0.09493877705496503
2024-01-19,0.11080326160524472
2024-01-20,0.05991396552577625
2024-01-21,0.12273492606993006
2024-01-22,0.07424241571650349
2024-01-23,0.08598227318979021
2024-01-24,0.010622139682389065
2024-01-25,0.09770999826083916
2024-01-26,0.011985628568531468
2024-01-27,0.0020640807456253343
2024-01-28,0.04309495496118882
2024-01-29,0.17909246248832167
2024-01-30,0.21134016319225624
2024-01-31,0.3167246261720278
2024-02-01,0.07913178071160518
2024-02-02,0.23318039469111895
2024-02-03,0.021858396933317627
2024-02-04,0.0639378259909091
2024-02-05,0.08920829535186309
2024-02-06,0.19093714332543835
2024-02-07,0.4091629346550771
2024-02-08,0.3725526754511888
2024-02-09,0.008415000622355655
2024-02-10,0.21531052122888106
2024-02-11,0.20898671019344772
2024-02-12,0.20796816152095104
2024-02-13,0.23563585894552447
2024-02-14,0.2176060150235976
2024-02-15,0.8060378398291366
2024-02-16,0.491032990622373
2024-02-17,8.350138063254542
2024-02-18,13.702817098811185
2024-02-19,23.963818914685312
2024-02-20,3.657543355034965
2024-02-21,2.339030945715385
2024-02-22,2.892099562764475
2024-02-23,3.315815599815666
2024-02-24,0.07450186583763682
2024-02-25,0.170869255559948
2024-02-26,0.09453916982937063
2024-02-27,0.0010892717895104895
2024-02-28,0.0
2024-02-29,0.004162581124475524
2024-03-01,0.026183631584568524
2024-03-02,0.0063998719300699305
2024-03-03,0.00251498206062933
2024-03-04,0.017432974643496506
2024-03-05,0.005093775097622378
2024-03-06,0.0005254453195804195
2024-03-07,0.053815525086713285
2024-03-08,0.021858857600069927
2024-03-09,0.869764847846573
2024-03-10,0.02982311536160839
2024-03-11,0.28974300524195795
2024-03-12,0.262327452185767
2024-03-13,0.3569731542075288
2024-03-14,0.6282462180467264
2024-03-15,0.90968784043349
2024-03-16,2.024992449566434
2024-03-17,0.6540049731195803
2024-03-18,1.1503035960412584
2024-03-19,4.191128688167832
2024-03-20,0.3427195975523774
2024-03-21,46.89271275832168
2024-03-22,0.7302558534356645
2024-03-23,0.49499901885860165
2024-03-24,5.266162055426575
